journal_title	domain
SSRN Electronic Journal	Unknown or multidisciplinary
Journal of In-Service Education	SSH
European Journal of Psychological Assessment	SSH
Bağımlılık Dergisi	Unknown or multidisciplinary
JAPAN ARCHITECTURAL REVIEW	Unknown or multidisciplinary
Journal of Psychology in Africa	SSH
JMIR Mental Health	STEM
Behavioural and Cognitive Psychotherapy	SSH
Brazilian Journal of Medical and Biological Research	STEM
Clinical Medicine Insights: Psychiatry	SSH
Brazilian Journal of Development	SSH
Uchenye Zapiski RGSU	Unknown or multidisciplinary
Psychoneuroendocrinology	SSH
International Journal of Disability, Development and Education	SSH
Geriatric Nursing	STEM
Sustainability	Unknown or multidisciplinary
Journal of American College Health	STEM
Journal of Clinical Child & Adolescent Psychology	SSH
Ageing and Society	SSH
Cyberpsychology, Behavior, and Social Networking	SSH
International Journal of Migration, Health and Social Care	SSH
Journal of Health Management	STEM
Tumori Journal	Unknown or multidisciplinary
Statistics and Application	STEM
Social Psychiatry and Psychiatric Epidemiology	SSH
The American Journal of Geriatric Psychiatry	SSH
Aging & Mental Health	SSH
Internet Research	Unknown or multidisciplinary
Journal of the American Geriatrics Society	SSH
Ageing and Society	SSH
International Journal of Environmental Research and Public Health	STEM
Perspectives in Psychiatric Care	SSH
Frontiers in Psychiatry	SSH
Journal of Contemporary Marketing Science	STEM
BMC Nursing	STEM
Asia-Pacific Psychiatry	SSH
Psychosomatic Medicine	SSH
Journal of Social and Personal Relationships	SSH
Psychology and Aging	SSH
Journal of Applied Gerontology	Unknown or multidisciplinary
The Journal of Psychology	SSH
Journal of School Psychology	SSH
International Journal of Environmental Research and Public Health	STEM
Psychology and Aging	SSH
Journal of Applied Developmental Psychology	SSH
Journal of Homosexuality	Unknown or multidisciplinary
Qualitative Health Research	SSH
International Journal of Care and Caring	Unknown or multidisciplinary
Psychiatry Research	SSH
Working with Older People	Unknown or multidisciplinary
Psychology and Aging	SSH
Age and Ageing	SSH
Exchanges: The Interdisciplinary Research Journal	Unknown or multidisciplinary
Advances in Psychology	SSH
Mehmet Akif Ersoy Üniversitesi Sosyal Bilimler Enstitüsü Dergisi	Unknown or multidisciplinary
Journal of Community Psychology	SSH
Reading and Writing	Unknown or multidisciplinary
International Journal of Environmental Research and Public Health	STEM
Aging & Mental Health	SSH
Journal of Psychosomatic Research	SSH
Journal of Happiness Studies	SSH
Working with Older People	Unknown or multidisciplinary
Al-Farabi	Unknown or multidisciplinary
Scandinavian Journal of Caring Sciences	Unknown or multidisciplinary
Empowerment Jurnal Mahasiswa Psikologi Universitas Buana Perjuangan Karawang	SSH
Turkish Journal of Geriatrics	STEM
International Journal of Environmental Research and Public Health	STEM
International Journal of Eating Disorders	STEM
JBI Evidence Synthesis	Unknown or multidisciplinary
Journal of Primary Care & Community Health	SSH
The Proceedings of the Annual Convention of the Japanese Psychological Association	SSH
Open Journal of Psychiatry & Allied Sciences	SSH
European Psychiatry	SSH
European Geriatric Medicine	STEM
Journal of Child and Family Studies	SSH
Journal of Business Venturing Insights	STEM
Psychology in the Schools	SSH
Journal of Social and Personal Relationships	SSH
Ageing and Society	SSH
American Journal of Recreation Therapy	SSH
Health & Social Care in the Community	SSH
Korean Association for Geriatric Psychiatry	SSH
International Journal of Nursing Studies Advances	SSH
Revista de Psicologia da IMED	SSH
Journal of Family Communication	SSH
International Journal of Adolescent Medicine and Health	STEM
Menoufia Nursing Journal	STEM
Journal of Social Science	SSH
European Journal of Psychological Assessment	SSH
Frontiers in Public Health	STEM
Journal of Business Research	STEM
Aging & Mental Health	SSH
Iranian Journal of Psychiatry and Behavioral Sciences	SSH
Journal of Family Issues	SSH
Emotion	Unknown or multidisciplinary
Journal of Abnormal Child Psychology	SSH
The Gerontologist	Unknown or multidisciplinary
Social Sciences & Humanities Open	SSH
Aging & Mental Health	SSH
Social Science & Medicine	SSH
Women and Birth	Unknown or multidisciplinary
Journal of Religion and Health	STEM
Journal of Geriatric Nursing	STEM
Journal of Child and Family Studies	SSH
European Child & Adolescent Psychiatry	SSH
Journal of Health Psychology	SSH
Behaviour & Information Technology	SSH
International Journal of Adolescence and Youth	Unknown or multidisciplinary
Human Behavior and Emerging Technologies	SSH
International Journal of Web Based Communities	Unknown or multidisciplinary
Schizophrenia Research	Unknown or multidisciplinary
Psychogeriatrics	SSH
Journal of Psychosocial Nursing and Mental Health Services	SSH
Etnografica	Unknown or multidisciplinary
JMIR Mental Health	STEM
Frontiers in Psychiatry	SSH
Australian Journal of Psychology	SSH
Aging & Mental Health	SSH
Nursing in Critical Care	STEM
Journal of Applied Gerontology	Unknown or multidisciplinary
Occupational Therapy International	SSH
Computers & Education	SSH
Scientific Reports	STEM
Social Psychological and Personality Science	SSH
Journal of Affective Disorders	STEM
European Journal of Developmental Psychology	SSH
Personality and Individual Differences	Unknown or multidisciplinary
Journal of Aggression, Maltreatment & Trauma	Unknown or multidisciplinary
Research in Developmental Disabilities	SSH
Psychology in the Schools	SSH
Gazi Üniversitesi Gazi Eğitim Fakültesi Dergisi	Unknown or multidisciplinary
Technology in Society	SSH
Journal of Cognitive Psychotherapy	SSH
International Journal of Public Health	STEM
HANMUNHAKRONCHIP: Journal of Korean Literature in Chinese	SSH
The American Journal of Geriatric Psychiatry	SSH
The Gerontologist	Unknown or multidisciplinary
Quarterly Journal of Experimental Psychology	SSH
Advances in Psychology	SSH
Journal of Multidisciplinary Care	Unknown or multidisciplinary
Journal of Student Research	Unknown or multidisciplinary
Archives of Physical Medicine and Rehabilitation	STEM
Japanese Psychological Research	SSH
Frontiers in Psychology	SSH
Journal of Cancer Survivorship	Unknown or multidisciplinary
JMIR Aging	SSH
Journal of Medical Internet Research	STEM
Journal of Psychiatric Research	SSH
Event Management	STEM
Frontiers in Psychology	SSH
Journal of Veterinary Behavior	SSH
Vulnerable Children and Youth Studies	SSH
Addictive Behaviors Reports	SSH
Psychology Research and Behavior Management	SSH
Population Research and Policy Review	Unknown or multidisciplinary
International Journal of Geriatric Psychiatry	SSH
Journal of Visual Impairment & Blindness	Unknown or multidisciplinary
International Journal of Qualitative Studies on Health and Well-being	SSH
ISSUE SIX	Unknown or multidisciplinary
The Proceedings of the Annual Convention of the Japanese Psychological Association	SSH
European Journal of Public Health	STEM
Journal of Military Studies	SSH
Journal of Gerontological Social Work	SSH
Sexuality & Culture	SSH
Journal of Indian Association for Child and Adolescent Mental Health	SSH
International Journal of Qualitative Studies on Health and Well-being	SSH
Journal of Educational Computing Research	SSH
The Lancet	Unknown or multidisciplinary
European Journal of Ageing	SSH
Frontiers in Psychology	SSH
The Anthropologist	SSH
The Journal of Psychology	SSH
Journal of Anthropological Research	SSH
International Journal of Academic Research in Progressive Education and Development	SSH
Journal of Psychology in Africa	SSH
Frontiers in Psychology	SSH
Frontiers in Psychology	SSH
Procedia - Social and Behavioral Sciences	SSH
Journal of Social and Personal Relationships	SSH
Korean Journal of Child Studies	SSH
Poradnik Językowy	Unknown or multidisciplinary
European Management Journal	STEM
European Journal of Mental Health	STEM
Psychiatry Research	SSH
Journal of Psychology in Africa	SSH
Activities, Adaptation & Aging	SSH
Journal of Child and Adolescent Psychiatric Nursing	SSH
Advanced Science	STEM
Journal of Family Relations	SSH
Quality of Life Research	SSH
Topoi	Unknown or multidisciplinary
Queen Arwa University Journal	Unknown or multidisciplinary
Journal of Clinical Nursing	STEM
Frontiers in Psychology	SSH
Journal of Aging and Health	SSH
International Journal of Social Psychiatry	SSH
Journal of Aging and Health	SSH
Mobile Media & Communication	SSH
International Journal of Environmental Research and Public Health	STEM
Journal of Clinical Nursing	STEM
International Journal of Mental Health and Addiction	STEM
Journal of Elder Abuse & Neglect	Unknown or multidisciplinary
JAMA Psychiatry	SSH
Korean Association For Learner-Centered Curriculum And Instruction	Unknown or multidisciplinary
Current Psychology	SSH
Asian Journal of Psychiatry	SSH
Anthrozoös	Unknown or multidisciplinary
Healthcare	STEM
Health & Justice	STEM
Journal of Epidemiology and Community Health	SSH
Cyberpsychology, Behavior, and Social Networking	SSH
BMC Public Health	STEM
The Journal of Positive Psychology	SSH
Journal of Community Psychology	SSH
Journal of Adolescent Health	STEM
Journal of Social and Personal Relationships	SSH
Journal of Health Psychology	SSH
Frontiers in Psychology	SSH
Journal of Applied Research in Intellectual Disabilities	Unknown or multidisciplinary
Journal of Medical Internet Research	STEM
Journal of Affective Disorders	STEM
Working with Older People	Unknown or multidisciplinary
Psychological Studies	SSH
The Japanese Journal of Personality	Unknown or multidisciplinary
Aging & Mental Health	SSH
Medicine, Health Care and Philosophy	SSH
The Journal of Pain	Unknown or multidisciplinary
Revista AKEDIA - Versões, Negligências e Outros Mundos	Unknown or multidisciplinary
THE KOREAN JOURNAL OF COUNSELING AND PSYCHOTHERAPY	SSH
Behaviour & Information Technology	SSH
The Journal of Humanities and Social sciences 21	SSH
Journal of Psychosocial Oncology	SSH
Health Promotion International	STEM
Frontiers in Psychology	SSH
International Journal of Geriatric Psychiatry	SSH
Stress and Health	STEM
Heliyon	Unknown or multidisciplinary
Health Psychology	SSH
Western Journal of Communication	SSH
Health Care for Women International	STEM
Journal of Psychosomatic Research	SSH
Educational Psychology	SSH
Journal of Adolescence	Unknown or multidisciplinary
European Journal of Special Needs Education	SSH
SSRN Electronic Journal	Unknown or multidisciplinary
The International Journal of Aging and Human Development	SSH
International Journal of Environmental Research and Public Health	STEM
International Journal of Psychology	SSH
Kastamonu Eğitim Dergisi	Unknown or multidisciplinary
Psychology & Health	SSH
Journal of Social Work Practice in the Addictions	SSH
International Psychogeriatrics	SSH
The British Journal of Social Work	SSH
Health Promotion International	STEM
Journal of Adolescence	Unknown or multidisciplinary
The American Journal of Geriatric Psychiatry	SSH
Behavior Genetics	SSH
International Journal of Environmental Research and Public Health	STEM
Journal of Youth and Adolescence	Unknown or multidisciplinary
International Journal of Adolescent Medicine and Health	STEM
PLOS ONE	Unknown or multidisciplinary
European Archives of Oto-Rhino-Laryngology	Unknown or multidisciplinary
Archives of Suicide Research	Unknown or multidisciplinary
Health & Social Care in the Community	SSH
Journal of Abnormal Psychology	SSH
Journal of Affective Disorders	STEM
BMC Geriatrics	STEM
International Journal of Mental Health and Addiction	STEM
Health Promotion Perspectives	STEM
Sexuality Research and Social Policy	SSH
Journal of Affective Disorders	STEM
Schizophrenia Research	Unknown or multidisciplinary
SSM - Population Health	STEM
British Journal of Oral and Maxillofacial Surgery	Unknown or multidisciplinary
Assessment	Unknown or multidisciplinary
Scandinavian Journal of Psychology	SSH
Age and Ageing	SSH
Journal of Aging and Health	SSH
Journal of Aging Studies	SSH
Perspectives on Psychological Science	SSH
Information Technology & People	STEM
Health & Social Care in the Community	SSH
Emerging Adulthood	Unknown or multidisciplinary
International Journal of Environmental Research and Public Health	STEM
Aging & Mental Health	SSH
Aging & Mental Health	SSH
Journal of Affective Disorders	STEM
Personal Relationships	SSH
Circulation	Unknown or multidisciplinary
Humanities and Social Sciences Communications	SSH
BMC Geriatrics	STEM
JMIR Mental Health	STEM
Schizophrenia Research	Unknown or multidisciplinary
Human Behavior and Emerging Technologies	SSH
Nursing Standard	STEM
The Proceedings of the Annual Convention of the Japanese Psychological Association	SSH
Aging Clinical and Experimental Research	SSH
Journal of Psychology in Africa	SSH
Family Science	SSH
The Proceedings of the Annual Convention of the Japanese Psychological Association	SSH
Vestnik Orenburgskogo gosudarstvennogo universiteta	Unknown or multidisciplinary
Journal of Psychosocial Oncology	SSH
Educational and Developmental Psychologist	SSH
Applied Nursing Research	STEM
BMC Psychology	SSH
European Journal of Ageing	SSH
Research on Addiction	Unknown or multidisciplinary
International Journal of Environmental Research and Public Health	STEM
Social Science Computer Review	SSH
Journal of Personality and Social Psychology	SSH
Biomedical Engineering Letters	STEM
European Journal of Psychology Open	SSH
